#Thorlabs FTS
[SpectrumHeader]
#Date,20240321
#Time,11501804
#GMTTime,11501804
#Instrument,0
#InstrModel,CCS200
#Series,0
#InterferometerSerial,M00998564
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,12.880773
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,9801.357422
#WnrMax,51618.601562
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
1.937286072e+02,4.212049826e-04
1.939320068e+02,-7.321616868e-04
1.941354218e+02,6.925853668e-04
1.943388519e+02,7.773917750e-04
1.945422974e+02,1.048772130e-03
1.947457581e+02,1.201423584e-03
1.949492340e+02,1.387997647e-03
1.951527252e+02,7.604304701e-04
1.953562469e+02,1.150539843e-03
1.955597687e+02,7.095466717e-04
1.957633209e+02,1.167501090e-03
1.959668732e+02,1.845952007e-03
1.961704559e+02,3.024760517e-04
1.963740540e+02,-9.696195484e-04
1.965776520e+02,2.049487317e-03
1.967812805e+02,1.413439531e-05
1.969849243e+02,1.421920140e-03
1.971885834e+02,1.201423584e-03
1.973922577e+02,1.828990760e-03
1.975959473e+02,-1.385170763e-04
1.977996521e+02,1.235346193e-03
1.980033722e+02,-8.763324877e-05
1.982071075e+02,1.065733377e-03
1.984108734e+02,9.130819235e-04
1.986146393e+02,1.269268687e-03
1.988184204e+02,1.303191297e-03
1.990222321e+02,2.236061264e-03
1.992260437e+02,-1.978815453e-05
1.994298859e+02,1.659378060e-03
1.996337433e+02,6.925853668e-04
1.998376007e+02,3.363986034e-04
2.000414886e+02,3.703211551e-04
2.002453918e+02,2.253022743e-03
2.004493103e+02,2.176696871e-04
2.006532440e+02,1.337113790e-03
2.008571930e+02,-1.512380317e-03
2.010611572e+02,2.007084113e-04
2.012651367e+02,3.363986034e-04
2.014691315e+02,4.381662584e-04
2.016731415e+02,7.434692234e-04
2.018771820e+02,1.591532957e-03
2.020812225e+02,9.130819235e-04
2.022852783e+02,5.738564651e-04
2.024893646e+02,4.042437067e-04
2.026934509e+02,3.194373276e-04
2.028975677e+02,5.399339134e-04
2.031016998e+02,1.014849637e-03
2.033058319e+02,4.890500568e-04
2.035099945e+02,6.077790167e-04
2.037141724e+02,-1.724396279e-04
2.039183655e+02,2.269983990e-03
2.041225739e+02,8.113143267e-04
2.043267975e+02,2.337828977e-03
2.045310364e+02,2.176696871e-04
2.047352905e+02,3.109567115e-05
2.049395599e+02,1.642416813e-03
2.051438446e+02,8.961206768e-04
2.053481445e+02,1.498245983e-04
2.055524750e+02,5.229726085e-04
2.057568054e+02,7.773917750e-04
2.059611511e+02,1.099655987e-03
2.061655273e+02,1.455842750e-03
2.063699036e+02,6.925853668e-04
2.065743103e+02,2.007084113e-04
2.067787323e+02,6.077790167e-04
2.069831543e+02,1.837471355e-04
2.071876068e+02,1.472803997e-03
2.073920746e+02,-1.894009038e-04
2.075965576e+02,9.639657801e-04
2.078010406e+02,3.363986034e-04
2.080055542e+02,2.100371057e-03
2.082100830e+02,7.265079184e-04
2.084146271e+02,1.371036400e-03
2.086192017e+02,-1.894009038e-04
2.088237762e+02,-4.268587509e-04
2.090283661e+02,1.269268687e-03
2.092329712e+02,-3.674942855e-05
2.094376068e+02,5.568951601e-04
2.096422424e+02,1.710261800e-03
2.098468933e+02,5.229726085e-04
2.100515747e+02,9.639657801e-04
2.102562561e+02,5.908177118e-04
2.104609680e+02,9.300432284e-04
2.106656799e+02,9.130819235e-04
2.108704224e+02,1.574571710e-03
2.110751801e+02,2.541364403e-03
2.112799530e+02,1.540649100e-03
2.114847260e+02,5.060113617e-04
2.116895294e+02,6.501821917e-05
